2,3,Party,Votes,Round,,,,,,,
Advocate G. Anil Kumar,Chirayinkeezhu,Welfare Party Of India,29,R-10,,,,,,,
Advocate G. Anil Kumar,Chirayinkeezhu,Welfare Party Of India,45,R-11,,,,,,,
Advocate G. Anil Kumar,Chirayinkeezhu,Welfare Party Of India,86,R-12,,,,,,,
Advocate G. Anil Kumar,Chirayinkeezhu,Welfare Party Of India,65,R-13,,,,,,,
Advocate G. Anil Kumar,Chirayinkeezhu,Welfare Party Of India,65,R-14,,,,,,,
Advocate G. Anil Kumar,Chirayinkeezhu,Welfare Party Of India,8,R-15,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,28,R-1,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,21,R-2,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,26,R-3,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,26,R-4,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,25,R-5,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,25,R-6,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,33,R-7,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,29,R-8,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,28,R-9,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,22,R-10,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,35,R-11,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,14,R-12,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,24,R-13,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,21,R-14,,,,,,,
Anoop Gangan,Chirayinkeezhu,Independent,12,R-15,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,70,R-1,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,42,R-2,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,62,R-3,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,38,R-4,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,33,R-5,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,57,R-6,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,79,R-7,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,51,R-8,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,49,R-9,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,36,R-10,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,75,R-11,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,54,R-12,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,39,R-13,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,39,R-14,,,,,,,
NOTA,Chirayinkeezhu,None of the Above,26,R-15,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4184,R-1,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4883,R-2,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5214,R-3,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4666,R-4,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4254,R-5,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5625,R-6,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4578,R-7,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5274,R-8,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5196,R-9,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4312,R-10,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5614,R-11,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,4513,R-12,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5087,R-13,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,5086,R-14,,,,,,,
Adv. G. R. ANIL,Nedumangad,Communist Party of India,1759,R-15,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1434,R-1,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1605,R-2,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,2346,R-3,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,2127,R-4,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,2025,R-5,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1928,R-6,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,2194,R-7,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1594,R-8,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1540,R-9,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1501,R-10,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,2389,R-11,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1362,R-12,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1593,R-13,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,1927,R-14,,,,,,,
Adv. J. R. PADMAKUMAR,Nedumangad,Bharatiya Janata Party,677,R-15,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3212,R-1,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3158,R-2,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,2943,R-3,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,2608,R-4,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3149,R-5,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3335,R-6,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3305,R-7,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,4136,R-8,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,2984,R-9,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3716,R-10,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3935,R-11,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3563,R-12,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3368,R-13,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,3274,R-14,,,,,,,
P. S. PRASANTH,Nedumangad,Indian National Congress,1191,R-15,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,118,R-1,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,64,R-2,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,54,R-3,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,18,R-4,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,32,R-5,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,36,R-6,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,32,R-7,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,32,R-8,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,28,R-9,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,14,R-10,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,35,R-11,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,26,R-12,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,34,R-13,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,22,R-14,,,,,,,
BIPIN PALLIPURAM,Nedumangad,Bahujan Samaj Party,8,R-15,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,99,R-1,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,123,R-2,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,84,R-3,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,240,R-4,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,82,R-5,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,185,R-6,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,79,R-7,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,522,R-8,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,172,R-9,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,90,R-10,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,19,R-11,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,148,R-12,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,10,R-13,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,9,R-14,,,,,,,
IRSHAD KANYAKULANGARA,Nedumangad,SOCIAL DEMOCRATIC PARTY OF INDIA,5,R-15,,,,,,,
EBINU. S,Nedumangad,Independent,5,R-1,,,,,,,
EBINU. S,Nedumangad,Independent,4,R-2,,,,,,,
EBINU. S,Nedumangad,Independent,10,R-3,,,,,,,
EBINU. S,Nedumangad,Independent,5,R-4,,,,,,,
EBINU. S,Nedumangad,Independent,11,R-5,,,,,,,
EBINU. S,Nedumangad,Independent,5,R-6,,,,,,,
EBINU. S,Nedumangad,Independent,10,R-7,,,,,,,
EBINU. S,Nedumangad,Independent,6,R-8,,,,,,,
EBINU. S,Nedumangad,Independent,8,R-9,,,,,,,
EBINU. S,Nedumangad,Independent,31,R-10,,,,,,,
EBINU. S,Nedumangad,Independent,4,R-11,,,,,,,
EBINU. S,Nedumangad,Independent,11,R-12,,,,,,,
EBINU. S,Nedumangad,Independent,9,R-13,,,,,,,
EBINU. S,Nedumangad,Independent,11,R-14,,,,,,,
EBINU. S,Nedumangad,Independent,2,R-15,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,8,R-1,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,5,R-2,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,13,R-3,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,9,R-4,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,27,R-5,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,19,R-6,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,9,R-7,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,6,R-8,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,6,R-9,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,7,R-10,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,22,R-11,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,3,R-12,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,3,R-13,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,27,R-14,,,,,,,
THATHANKODU KANNAN,Nedumangad,Independent,1,R-15,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,7,R-1,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,10,R-2,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,6,R-3,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,12,R-4,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,11,R-5,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,9,R-6,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,9,R-7,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,15,R-8,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,12,R-9,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,11,R-10,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,16,R-11,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,5,R-12,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,8,R-13,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,10,R-14,,,,,,,
PRASANTH. C S/o CHANDRAN. K,Nedumangad,Independent,4,R-15,,,,,,,
HARI VELLANADU,Nedumangad,Independent,5,R-1,,,,,,,
HARI VELLANADU,Nedumangad,Independent,6,R-2,,,,,,,
HARI VELLANADU,Nedumangad,Independent,16,R-3,,,,,,,
HARI VELLANADU,Nedumangad,Independent,6,R-4,,,,,,,
HARI VELLANADU,Nedumangad,Independent,6,R-5,,,,,,,
HARI VELLANADU,Nedumangad,Independent,12,R-6,,,,,,,
HARI VELLANADU,Nedumangad,Independent,10,R-7,,,,,,,
HARI VELLANADU,Nedumangad,Independent,9,R-8,,,,,,,
HARI VELLANADU,Nedumangad,Independent,7,R-9,,,,,,,
HARI VELLANADU,Nedumangad,Independent,9,R-10,,,,,,,
HARI VELLANADU,Nedumangad,Independent,11,R-11,,,,,,,
HARI VELLANADU,Nedumangad,Independent,8,R-12,,,,,,,
HARI VELLANADU,Nedumangad,Independent,9,R-13,,,,,,,
HARI VELLANADU,Nedumangad,Independent,7,R-14,,,,,,,
HARI VELLANADU,Nedumangad,Independent,5,R-15,,,,,,,
NOTA,Nedumangad,None of the Above,47,R-1,,,,,,,
NOTA,Nedumangad,None of the Above,51,R-2,,,,,,,
NOTA,Nedumangad,None of the Above,54,R-3,,,,,,,
NOTA,Nedumangad,None of the Above,44,R-4,,,,,,,
NOTA,Nedumangad,None of the Above,50,R-5,,,,,,,
NOTA,Nedumangad,None of the Above,77,R-6,,,,,,,
NOTA,Nedumangad,None of the Above,80,R-7,,,,,,,
NOTA,Nedumangad,None of the Above,62,R-8,,,,,,,
NOTA,Nedumangad,None of the Above,65,R-9,,,,,,,
NOTA,Nedumangad,None of the Above,57,R-10,,,,,,,
NOTA,Nedumangad,None of the Above,66,R-11,,,,,,,
NOTA,Nedumangad,None of the Above,56,R-12,,,,,,,
NOTA,Nedumangad,None of the Above,76,R-13,,,,,,,
NOTA,Nedumangad,None of the Above,82,R-14,,,,,,,
NOTA,Nedumangad,None of the Above,36,R-15,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4142,R-1,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4226,R-2,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4030,R-3,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,3953,R-4,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,3965,R-5,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4104,R-6,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4162,R-7,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,3828,R-8,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4578,R-9,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,5428,R-10,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,3997,R-11,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4848,R-12,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4915,R-13,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,4088,R-14,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,318,R-15,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,268,R-16,,,,,,,
Anad Jayan,Vamanapuram,Indian National Congress,221,R-17,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),4851,R-1,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5502,R-2,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),4421,R-3,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),4842,R-4,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),4493,R-5,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5268,R-6,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5490,R-7,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),4871,R-8,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5083,R-9,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5194,R-10,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5332,R-11,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),5933,R-12,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),4623,R-13,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),3718,R-14,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),288,R-15,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),333,R-16,,,,,,,
Adv. D. K. Murali,Vamanapuram,Communist Party of India (Marxist),226,R-17,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,33,R-1,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,41,R-2,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,33,R-3,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,40,R-4,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,28,R-5,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,32,R-6,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,57,R-7,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,38,R-8,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,41,R-9,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,39,R-10,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,32,R-11,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,40,R-12,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,55,R-13,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,21,R-14,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,4,R-15,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,6,R-16,,,,,,,
Santhosh T.,Vamanapuram,Bahujan Samaj Party,2,R-17,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,56,R-1,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,124,R-2,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,29,R-3,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,199,R-4,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,372,R-5,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,331,R-6,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,131,R-7,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,384,R-8,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,38,R-9,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,92,R-10,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,174,R-11,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,137,R-12,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,52,R-13,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,169,R-14,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,1,R-15,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,2,R-16,,,,,,,
Ajmal Ismail,Vamanapuram,SOCIAL DEMOCRATIC PARTY OF INDIA,23,R-17,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,17,R-1,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,30,R-2,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,59,R-3,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,20,R-4,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,18,R-5,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,18,R-6,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,23,R-7,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,6,R-8,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,15,R-9,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,26,R-10,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,15,R-11,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,23,R-12,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,16,R-13,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,1,R-14,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,3,R-15,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,4,R-16,,,,,,,
Ashokan T. Vamanapuram,Vamanapuram,Ambedkarite Party of India,0,R-17,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,374,R-1,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,444,R-2,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,423,R-3,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,288,R-4,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,274,R-5,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,374,R-6,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,423,R-7,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,319,R-8,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,377,R-9,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,653,R-10,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,415,R-11,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,471,R-12,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,489,R-13,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,115,R-14,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,25,R-15,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,24,R-16,,,,,,,
Thazhava Sahadevan,Vamanapuram,Bharath Dharma Jana Sena,23,R-17,,,,,,,
Attukal Aji,Vamanapuram,Independent,26,R-1,,,,,,,
Attukal Aji,Vamanapuram,Independent,30,R-2,,,,,,,
Attukal Aji,Vamanapuram,Independent,35,R-3,,,,,,,
Attukal Aji,Vamanapuram,Independent,10,R-4,,,,,,,
Attukal Aji,Vamanapuram,Independent,18,R-5,,,,,,,
Attukal Aji,Vamanapuram,Independent,24,R-6,,,,,,,
Attukal Aji,Vamanapuram,Independent,28,R-7,,,,,,,
Attukal Aji,Vamanapuram,Independent,24,R-8,,,,,,,
Attukal Aji,Vamanapuram,Independent,44,R-9,,,,,,,
Attukal Aji,Vamanapuram,Independent,32,R-10,,,,,,,
Attukal Aji,Vamanapuram,Independent,44,R-11,,,,,,,
Attukal Aji,Vamanapuram,Independent,33,R-12,,,,,,,
Attukal Aji,Vamanapuram,Independent,30,R-13,,,,,,,
Attukal Aji,Vamanapuram,Independent,15,R-14,,,,,,,
Attukal Aji,Vamanapuram,Independent,0,R-15,,,,,,,
Attukal Aji,Vamanapuram,Independent,2,R-16,,,,,,,
Attukal Aji,Vamanapuram,Independent,2,R-17,,,,,,,
Navas C. M.,Vamanapuram,Independent,12,R-1,,,,,,,
Navas C. M.,Vamanapuram,Independent,8,R-2,,,,,,,
Navas C. M.,Vamanapuram,Independent,13,R-3,,,,,,,
Navas C. M.,Vamanapuram,Independent,7,R-4,,,,,,,
Navas C. M.,Vamanapuram,Independent,5,R-5,,,,,,,
Navas C. M.,Vamanapuram,Independent,5,R-6,,,,,,,
Navas C. M.,Vamanapuram,Independent,9,R-7,,,,,,,
Navas C. M.,Vamanapuram,Independent,5,R-8,,,,,,,
Navas C. M.,Vamanapuram,Independent,13,R-9,,,,,,,
Navas C. M.,Vamanapuram,Independent,8,R-10,,,,,,,
Navas C. M.,Vamanapuram,Independent,2,R-11,,,,,,,
Navas C. M.,Vamanapuram,Independent,5,R-12,,,,,,,
Navas C. M.,Vamanapuram,Independent,8,R-13,,,,,,,
Navas C. M.,Vamanapuram,Independent,1,R-14,,,,,,,
Navas C. M.,Vamanapuram,Independent,0,R-15,,,,,,,
Navas C. M.,Vamanapuram,Independent,0,R-16,,,,,,,
Navas C. M.,Vamanapuram,Independent,0,R-17,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,17,R-1,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,3,R-2,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,10,R-3,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,5,R-4,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,5,R-5,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,22,R-6,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,7,R-7,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,7,R-8,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,7,R-9,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,13,R-10,,,,,,,
Bharathanoor Maniraj,Vamanapuram,Independent,9,R-11,,,,,,,
